"Classe";"Texto"
"Contras";"Porta malas razoável e retomada fraca."
"Contras";"A luz do Interior ñ liga quando abre a porta, ausencia de conta-giros."
"Contras";"Motor de pouco torque, principalmente em segunda marcha. Este poderia ser mais econômico. O banco do motorista não tem conforto e falta regulagem da altura."
"Contras";"Limpadores de parabrisa muito mal posicionados e em posição elevada com relação ao motorista e passageiro, poderiam ser mais alinhados com o capô."
"Contras";"Trepida a 100 km hora e a concessionária diz que isso é original do veículo."
"Contras";"Retomada de aceleração muito ruim nao sei se é pelo fato de ser 1.0 mas demora muito pra retomar a aceleração em subidas se tiver com alguem no carro pode começar a rezer e no meu caso nunca vi um carro furar tanto pneu adquiri ele em fevereiro de 2006 e de la pra ca ja se foram 8 vezes ao borracheiro e olha que so uso aos finais de semana."
"Contras";"Mecanica tem um alto custo"
"Contras";"motor realmente fraco, 66cv. embreagem com desgaste prematuro... com 90.000 fiz revisão e pedi para regular a embreagem...mas não pode ser regulada pois não havia mais regulagem... solução troca do kit."
"Contras";"Desempenho, talvez por ser 1.0 o carro não desenvolve bem, fora isso tudo beleza."
"Contras";"Não pode entrar muito quenta nas curvas, ele fica instável."
"Contras";"Desvalorização, pouco espaço no banco traseiro, ruído nas portas dianteiras, falta vidros elétricos traseiros, falta encosto de cabeça traseiro, instável na estrada com rodas 13. Deve melhorar com rodas maiores."
"Contras";"porta malas, espaço entre os bancos dianteiros e traseiros"
"Contras";"Ruido interno nunca acaba, nem mesmo concessionária consegue acabar com ruido provocado por atrito em peças do banco traseiro."
"Contras";"Ruído interno e conforto não é dos melhores, como é comum em carros populares da fiat."
"Contras";"..porta mala pequeno p quem tem familia grande não recomendo pega uma weekend. painel de instrumentos bem fraquinho.a fiat poderia melhorar"
"Contras";"É impressionante o que consome. Não corresponde em nada à proposta da Fiat da linha economy fazendo míseros 10 km/l aqui dentro. Esperava mais. Já tive um 2003, também 1.0 e chegava a quase 12 km/l. O painel e acabamentos internos, herdados da primeira geração do pálio, são ridículos. Nele existe o econômetro que não lhe ajuda absolutamente em nada. A direção, que é hidráulica mas parece não ser, é muito pesada. Fico assustado quando dirijo outro carro que possui o mesmo opcional, tamanha a diferença. A embreagem é muito baixa e muito dura minha perna esquerda já está mais musculosa. Reclamei na concessionária e me disseram que é desgaste natural. Fiquei perplexo! Com apenas 30000 km rodados? Já vendi carros com mais de 50000 km sem trocar a embreagem e estava uma manteiga..."
"Contras";"Acabamento do painel, falta de conta-giros."
"Contras";"Passei para o carro rodas e pneus mais largos que estavam num Uno. Ficou perfeito e imagino que sem isso e com aqueles pneus fininhos 145 que vem em alguns modelos o carro deve ser bem perigoso. Devem ser trocados."
"Contras";"deveria de ter um pouco mais de vc uns 72 pelo menos sle é meio fraco nas ultrapassagens"
"Contras";"Altura, suspensao, pneus de bicicleta, posição de dirigir, painel ridiculo, volante enorme, cambio horrivel, cinto de segurança ta estragando minhas roupas, falta de porta trecos, barulho ao abrir as portas, motor péssimo, consumo elevadissimo para o carro 8km/l no maximo, falta de estabilidade nas curvas, farol ruim, falta de direçao hidraulica, barulho do motor para chamar a atençao haha, alavancas da seta e limpadores mais parecem cambio borboleta de tao grandes que sao, barulho interno, barulho externo. Tem mais, mas nao lembro agora."
"Contras";"Consumo para um carro desta categoria ñ é bom, varia entre 8 e 9 km/l. frenagem estranha e dirigibilidade deixa a desejar por conta da suspenção e dos pneus aro 13. Cambio duro e q arranha por qualquer misero erro. alguns itens do painel são vagabundos e quebram c/ facilidade"
"Contras";"Com 24 mil Km rodados meus gastos foram só com líquidos."
"Contras";"Realmente é uma caracteristica do ano e modelo sendo 1.0 é beberrão 7,2/L na cidade e 12,1 na estrada, espaço para os passageiros do banco traseiro, caso ande com o ar condicionado ligado o veículo cola no chão."
"Contras";"CONSUMO EXCESSIVO."
"Contras";"O motor precisava de ter no minimo 10 hp de potencia, isso faria o mesmo ficar mais economico e facil para dirigir, para quem anda em terrenos acidentados ele deixa pouco a desejar, falta torque de saida e para ultrapassagem so no embalo, como diz caminhoneiros, e do tipo breijeiro, ou seja, so ande de cabeca para baixo"
"Contras";"A linha do palio 1.0 Fire mereceria ter 10CV a mais seria otimo"
"Contras";"Porta malas pequeno, pouco espaço para passageiros, alto consumo cidade ou Estrada, compressão do motor, cabeçote do motor."
"Contras";"muito macio nos quebra mole se for rapido bate a frente no chao mas otimo"
"Contras";"Espaço interno, acho um pouco apertado para quem vai no banco de trás."
"Contras";"- Falta potência no motor- Para-choque fragil, trinca com facilidade- Dificuldade de trocar as lampadas na lanterna traseira- Supensão muito mole, bate em lombadas e rampas- Ruido interno a mais de 90km/h- Distribuição do fluxo do ar condicionado"
"Contras";"Vc nao perde na desvalorizaçao, mas a manutençao depois de dez anos de uso é constante. o motor é muuuito fraco p subir qualquer morro tem que ter embalo se não so de primeira, assim o consumo é muito auto. O para brisa não pode ver chuva, nao dá p enxergar nada, recomendo parar e esperar a chuva passar.."
"Contras";"O acabamento interno possui falhas de arremate no porta luvas. Não tem a alavanca do porta-malas. Vc escuta ruidos do câmbio na mudança de marchas. Dependendo da posição vc escuta um barulhinho agudo acho que é da bomba de combustível. Falta porta trecos nas portas acho que com o kit pra preparação de som eles o colocam No velocímetro o ponteiro da velocidade deveria ser mais perto dos meniscos traços de velocidade. Retrovisor mal posicionado que vc não consegue ver muito longe o carro que está atrás."
"Contras";"Espaco interno apertado para quem vai no banco traseiro, ausência de conta giros nete modelo, retomadas e arrancadas fracas, saliento que após embalar o veículo desenvolve bem."
"Contras";"O ar é fraco. O motor faz muito barulho nas retomadas. Tem menos estabilidade nas curvas que a antiga Uno. Falta conta giros no painel."
"Contras";"Na estrada o 1.0 fraco, não dá para se emocionar muito, mas é 1.0 nao da para falar mal."
"Contras";"só tive um carro pior que esse uma brasilia 79, beberrão, ligou o ar o carro murcha, suspensão molenga, freio não confiavel e olha que pegeui este carro com 35000 revisei inteiro ate embreagem troquei, bombas, limpeza de bicos, etc..gastei os tubos pq para um carro popular ele teve uma manutenção em 6 meses para mim maior que um focus 2003 que tive por 3 anos e meio. Viagem para o litroal Norte de SP quase tive de descer para empurrar o carro nas subidas com 4 pessoas magras dentro.Enfim o carro é daqueles inesqueciveis pela raiva que te faz passar. Minha teoria é certa se a maioria gosta de Palio e Gol é pq com certeza são ruins.Paguei pra ver e me dei mau. Não comprem isso , estou voltando para um Fiesta ou vou pegar um Sandero que tenho na familia e é ótimo.consumo um horror alcool 5,5 cidade 7 na estrada e gasolina cidade 7 estrada no maximo 10,5. Quando pega subida na estrada cai para 9 a 9,5 no maximo com gasolina. Eu to fora"
"Contras";"Falta de conforto nos assentos."
"Contras";"o motor e-torque não empolga até proximo dos 4000rpm, portanto no uso urbano você tem um carro com motor vazio. o pálio 1.8r com o motor chevrolet é fantastico, pois o torque se apresenta no início e li numa revista especializada que o 1.6 e-torque era superior. Não consigo entender os testes de revistas."
"Contras";"O ruído na tampa traseira, além da discriminação por ser um 16v. O câmbio também deixa a desejar, já que todos os carros mais básicos da Fiat tem o defeito de engasgar a 3ª marcha."
"Contras";"Muito barulho interno e acabamento muito simples."
"Contras";"Achei que seria mais economico: cidade-10km/l, estrada: 13km/l. Perda de estabilidade em curvas. Parte de baixo do veiculo com cabos e outras peças muito desprotegida...o uno mais basico tem mais proteção em peças da parte inferiora. Dica: Efetuar trocas de oleo de 5000 em 5000km. Trocas de cambio tem que ser feita de forma carinhosa, pois não aceita trocas rapidas."
"Contras";"Potência e consumo quando comprei, até 10000km. Porta malas."
"Contras";"O sistema de som poderia ser melhor, substitui por Clarion."
"Contras";"ACHO OS COMANDOS DE SETAS E LIMPADOR DE PARA BRISAS UM POUCO FRÁGEIS, ÀS VEZES TRAVA E FAZ MUITO BARULHO."
"Contras";"O hatchback básico não tem limpador traseiro em dias de chuva faz falta. 1.0 que não aguenta muitas subidas nem de 2ª desvantagem em cidades com montanhosas, e por isso bebe muito nesses locais fazendo na média de 10 a 11km/L, aceleração muito fraca controle de embreagem muito arriscado em subidas íngremes. Cintos de segurança sem regulagem de altura, e os cintos dos bancos de trás ruins demais... daqueles que ninguém tem paciência pra regular, sem ser de rolamento."
"Contras";"Poderia ser mais econômico, mas está muito longe de ser gastão, a direção é muito dura sugiro a procura por um com Direção Hidraulica, outra sugestão é colocar um alarme, Arrombaram o porta malas do meu carro para roubar o estepe e o conserto da fechadura saiu bem caro."
"Contras";"Manutenção um pouco cara."
"Contras";"tinha um ruído na parte traseira, fiquei chateado no momento mais descobri que era o tampão, coloquei espuma de colchão no suporte do banco traseiro e não se houve mais nada. ta aí um aviso pros outros que reclamam desse barulho."
"Contras";"quando liga o ar condicionado, se percebe uma grande falta de força no carro, com ele desligado anda muito bem."
"Contras";"Não lembro. Para um carro mil está ótimo"
"Contras";"A profundidade do vão das pernas poderia ser maior para o motorista e a altura dos bancos. Tenho 1,8m e uso o banco la em cima, pois, se eu colocar ele baixo, eu fico praticamente com as pernas retas e não tem quem aguente. Então coloco o banco alto para que eu fique realmente sentado causando o inconveniente de bater no teto. Mas para um hatch popular acho normal. Com o Fiesta não tenho esse problema"
"Contras";"O ar condicionado demora bastante para gelar, ao contrário do Celta e do Gol, mas todo o resto que a Fiat oferece compensa muito mais. A embreagem tripida um pouco ainda mais com alcool, um problema que ronda a Fiat desde 2006. Espero que seja resolvido em breve."
"Contras";"Necessita atenção com o nível do óleo. normalmente entre uma troca e outra é necessário completar com 1l ou quase isso, está previsto no manual."
"Contras";"saídas do ar condicionado muito baixa, no calor de 40° aqui no RJ, demora a resfriar a cabine...suspensão mole demais para meu gosto, mas nada que atrapalhe a dirigibilidade...porta-malas muito pequeno......"
"Contras";"Embreagem trepida de 1ª marcha, suspensão muito alta quando arrancava levantava a frente, porém mandei baixar e resolveu o problema, 5ª marcha muito longe."
"Contras";"gastador...economia não muito boa para um 1.0"
"Contras";"Suspensão muito mole que compromete a estabilidade e com alguns rangidos difíceis de localizar. Câmbio um tanto impreciso."
"Contras";"DESVALORIZAÇÃO NO MODELO 2 PORTAS."
"Contras";"o meu por ser 1.0 é um pouco fraco, mas se apertar ele anda!"
"Contras";"suspensão dianteira um pouco fraca, mas nada que peças originais não resolvam."
"Contras";"Consumo elevado de combustivel por ser um carro pequeno e 1.8"
"Contras";"Não sei se o meu esta com problemas mais ta fazendo 6 e isso ta me deixando louco, sou o segundo dono, o carro esta com 57 600 rodados, carro muito conservado, cai na conversa de vendedor falando que ele e economico, com o ar ligado nem tenho coragem de fazer o consumo, entes divesse comprado um opala.porem carro muito gostoso de dirigir,"
"Contras";"Motor é o mais fraco da categoria, o consumo realmente é alto para esse motor, o seguro é alto aqui em sp, a fiat é especialista em fazer isso: enche os carros de coisinhas e deixa os itens principais defasados."
"Contras";"Tampão traseiro barulhento. Péssima embreagem. Pneus finos."
"Contras";"O consumo nas primeiras marchas é muito alto, o que não é bom para o tráfego urbano, que exige muito da 1ª à 3ª marchas. Também não é bom pra quem tem o pé pesado. Fiz 8,5km/l no álcool e 12,3km/l com gasolina, na cidade, obedecendo ao econômetro. Já na estrada, fiz 16km/l com gasolina. Não testei com álcool na estrada. Mas vale dizer que comprei o carro em 06/2010 e a cada tanque que eu encho, o carro fica mais econômico, porque o carro vai amaciando e ficando menos trancado."
"Contras";"nao é economico, barulho nas portas traseiras e falta vidro elétrico traseiro, de fábrica."
"Contras";"ligou o ar o carro nao sai do lugar, painel nao tem conta giros"
"Contras";"É necessário cuidado na correia dentada pois se quebrar danifica o motor. A minha ainda estava aparentemente em bom estado mas ja mandei trocar. O motor FIASA demora um poucoa pegar, é necessario o motor de partida funcionar por uns 2 ou 3 segundos."
"Contras";"seguro pelo meu perfil tenho 26 anos e minha esposa é nova de carta pago 1.900 num carro 99 acho um pouco salgado mas diz tambem o corretor que é pela serie do carro 500 anos.E a sua arrancada em 1ª marcha é muito lento."
"Contras";"estabil"
"Contras";"Motor fraco, se voce não souber dirigir, trocar as marchas no tempo certo, e acelerar na hora certa, voce vai passa vergonha, principalmente nas subidas. Mas com o tempo voce acostuma com o modo de dirigir, e aí o carro anda bem. Ele anda melhor na estrada do que na cidade."
"Contras";"suspençao é meio molenga priorizando o conforto mas tambem nao é insegura, o cambio poderia ser mais preciso apesar dos engates macios, o motor 1.4 se adaptou bem a ele pois é um carro leve 986kg o tecido dos bancos poderia ser melhor vale a pena colocar o veludo como opcional"
"Contras";"beberrã"
"Contras";"Defeito nas travas das portas, não tem ar quente, bebe muitissimooo."
"Contras";"Porta-malas pequeno. entre os carros da mesma categoria ele é´o mais beberrão e tem direção pesada."
"Contras";"ruidos internos, lataria muito fragil, abertura do porta malas pela chave incomoda muito,"
"Contras";"Com certeza é na economia de combustivel. É muito gastão pelo seu tamanho. A suspensão podia ser um pocu mais firme pra melhor estabilidade."
"Contras";"estabilidade e consumo, ta fazendo 6,6 km/l com etanol sempre com ar ligado, contudo ainda prefiro o PALIO comprei sabendo ja tinha lido aqui. Pra mim 1km/l a mais ou a menos não valem tanto quanto os pontos positivos desse carro"
"Contras";"Estou com ele ha 07 meses. Carro bebe muito, não tem estabilidade. Quanto mais vc gasta, mais defeito aparece. Não tem itens de seguraça. Ótimo carro para ir trabalhar e voltar p/ casa. Pego estrada e sofro com ultrapassagem: imagina ir de 120km p/ 80km na subida! O pior é que ninguem fala isso nos comentários! CARRO P/ QUEM NÃO PEGA ESTRADA! Peças originais caras..."
"Contras";"gasta de mais 8 por litro no etanol na estrada, carro está engasgando no etanol ao ligar"
"Contras";"Barulho insuportável do tampão traseiro. Todo os donos de Pálio consultados por mim revelaram o mesmo desapontamento com esse mal demoníaco. Há várias formas de tentar amenizar o barulho, mas não obtive sucesso em qualquer uma delas."
"Contras";"nao"
"Contras";"Péssima relação peso/potência, consumo excessivo 7km no álcool/cidade com ar ligado, painel tosco, falta de revestimento do porta malas, esguicho do para brisas é inutilizável a agua bate no limpador."
"Contras";"Ruídos traseiros."
"Contras";"estabil"
"Contras";"Muito barulhento por dentro na porta traseiro o tampao parece q vive solto isso encomoda de mais, fora os ruidos em alta velocidade, e o motor força muito"
"Contras";"Ruído interno incomoda um pouco consumo na cidade cerca de 7 km/l com álcool 10 km/l gasolina e na estrada, 11 km/l com alcool e 14 km/l na gasolina. Ausência de apoio de cabeça e falta de cintos retráteis nos bancos traseiros. Em geral, atendimento das concessionárias é ruim, já tentei 5 em São Paulo-SP."
"Contras";"Barulho na tampa traseira e o banco do carona que trava mais não levei na autorizada não posso reclamar."
"Contras";"Todo defeito de carro popular: opcionais carro caro pelo que oferece nada."
"Contras";"SUSPENSAO DURA COERENTE COM A PROPOSTA DE DIREÇAO MAIS ESPORTIVA MAS QUE INCOMODA UM POUCO EM RUAS ESBURACADAS E DE PARALELEPIPEDO"
"Contras";"Falta de vidros eletricos nas portas traseira. cintos traseiros sem o ajuste que a no cinto dianteiro cinto retratil. tampa do combustivel muito fragil, falta de conta giros na versão EL"
"Contras";"Ruidos dos bancos dianteiros,peças plastica da tampa da mala com ruido,sensor de nivel combustivel não marcar,motor poderia ser mas valente para 1.0 mpi"
"Contras";"Acabamento um pouco pobre, excesso de plastico no interior e barulhos perto da tampa do porta malas. Por seu alto preço pago, 47,000.00 ele é super completo mas nao tem acionamento automatico dos vidros trazeiros. Não possue descança pé , o que encomoda no dia a dia."
"Contras";"falta porta objetos, posição de dirigir, engate das machas, qualidade do plastico no interior. Com 1/2 tanque o barulho incomoda muito."
"Contras";"Porta malas pequeno. Carro alto com estabilidade delicada. A 90 km/h com o carro leve, parecia que ia tirar uma roda do chão em uma curva média."
"Contras";"Barulho na Tampa traseira e trepidação no Ré"
"Contras";"Não gosto da estabilidade com a suspenção alta original. Por isso rebaixei o meu e uso aro 14 e pneu 185, ficou agora com uma ótima estabilidade. O ponteiro da gasolina marca errado."
"Contras";"Porta malas. Se vc tem família pequena com um bebe, vc não tem porta malas. É muito pequeno."
"Contras";"pontos cegos,espaço no banco traseiro,"
"Contras";"a minha versão deveria vir com ABS...."
"Contras";"Barulhos!!! Da gasolina, do motor e o ruído do escapamento é muito feio parece de fusca, mais isso tudo ai da pra mandar fazer um isolamento acústico em casas especializadas.Vibração do cambio, e a baixa rotação do motor da uma sensação que o carro vai morrer quando ta parado, o que melhora quando liga o AC. Apesar de ser bonito o tecido dos bancos são de qualidade duvidosa, recomendo um couro !!"
"Contras";"O acabamento dos bancos poderia ser melhor - Os vidros não sobem com o alarme ou com apenas um toque no botão - Na versão Expression possui vidros elétricos apenas nas portas da frente - O motor realmente grita um pouco mas apenas acima de 4 mil giros - Vibração do motor transfere-se muito para a manopla de câmbio."
"Contras";"EMBREAGEM, DEFEITOS DE FABRICA, RESSONANCIA INTERNA A CABINA NÃO OCULTA VIBRAÇÕES E BARULHOS EXTERNOS ADEQUADAMENTE.MODELO PRIVILEGE VEM DESPROVIDO DE SÉRIE DE AROS DE LIGA, ALARME CONTROLE ELETRICO DOS 04 VIDROS POR CONTROLE REMOTO E SOM, PELO PREÇO TUDO DEVERIA VIR DE SÉRIE."
"Contras";"Alto consumo de combustível, posição de botão de vidro da janela, ronco do câmbio, motor barulhento."
"Contras";"Localização dos acionadores dos vidros elétricos."
"Contras";"consumo alto para um carro 1.0, estep fora do carro e de díficil acesso, embreagem muito alta, dificil de achar o ponto ideal dela, posição dos botoes de acionar os vidros em local muito ruim, acabamento ruim do painel, material muito fraco."
"Contras";"Mau acabamento interno, ruídos internos no painel, portas e limpadores dos para-brisa muito barulhento. A pintura deve ser de péssima qualidade, depois de algum tempo 3 meses a tonalidade fica diferente, tanto nos para-choques e carroceria, o veículo não possue boa estabilidade e é gastador bebe mais que um carro 1.8"
"Contras";"Pra começar o 1.0 gasta mais que toda familia 1.4 do mercado brasileiro, até que alguns 1.6!O meu na gasolina ta fazendo 11 na estrada e 9 na cidade, ja no alcool 10 na estrada e 8 na cidade.Escuta-se muito ruido do motor no interior e o incoveniente barulho do tanque que fica dentro do carro.A tapeçaria e tecidos são de pessima qualidade.O volante com aquela busina enorme é terrivel para manobrar, frequentemente aciono a busina involuntariamente.O abtaculo do radio não tem boa prfundidade, o que atrapalha a instalação de alguns modelos.Os vidros eletricos são vagarosos.O carro balança muito e acima de 110 tripda o volante mesmo alinhado e balanceado.Tem um tal de controlador de frenagem embaixo do carro que fica fazendo rangido com o carro parado, quando alguem entra no carro ou sai. Alias o meu passou pela assistencia 4 vezes para acabarem com o mesmo rangido com o carro em movimento. A assistencia tecnica da loja do Ceasa é de qualificação questionavel."
"Contras";"Bebe muito parceiro ate nisso, rsrsrsrs e comando dos vidros em um lugar muito errado..Quem sabe a renault arruma esse pontinhos .. negativos"
"Contras";"Acabamento previsto por ser o modelo mais simples, step fora do carro, posição dos botões de vidro elétrico e ar-condicionado e ruído do motor considerável por conta do mau isolamento acústico."
"Contras";"Comandos de abertura e fechamento das janelas no painel central. Acabamento interno poderia ser um pouco melhor."
"Contras";"Não poderia ser perfeito... Bom um rangido infernal quando com passageiro que esqueci, nem acredito, de falar na revisão, do encaixe do cinto de segurança do passageiro que fica rangendo quando usado, Barulho da água do parabrisa, quando cheio.. Barulho do combustível... e essa economia tosca do chicote do vidro..."
"Contras";"Ruido interno do motor, é impressionante nos dias de hoje. Não se pode subir de giro que o motor grita muito. Relacao de Marchas 1 e 2 marchas muito longas, sem menor esportividade ao dirigir e perde muito no desenpenho. Motor com o torque muito baixo, e bom para andar devagar."
"Contras";"posição do estepe, posição do comando dos vidros eletricos, acabamento dos bancos inferior em relação às marcas concorrentes Authentic e Privilege."
"Contras";"Ergonimia, posição do estepe, vedação acústica, acabamento interno com muito plástico."
"Contras";"Acabamento MUITO baratinho, limpador e desembaçador traseiro sem temporizador, limpador da frente não aciona com o lavador, indicador de seta no painel não é independente, luz de cortesia não aciona com abertura da porta do passageiro, não tem espelho no para-sol. Ou seja em questão de detalhes o carro é ridículo."
"Contras";"Vedação das portas deficiente causa ruído do vendo em velocidades altas. O Ruido do motor em rotações baixas é horrível... Parece que está ´roçando´ algo... Mas dizem que é ´normal´. A marcha a ré raramente engata na primeira tentativa... vamos ver como vai ficar depois da primeira revisão dos 10 mil... está com 8 mil ainda... Posição de acionamento dos vidros, no painel é terrível... não consigo acostumar... Falta um acabamento sobre o trilho esquerdo do banco dianteiro direito... Até fui na concessionária reclamar e ouvi um `é normal´... Como pode ser normal aparecer toda a estrutura do trilho com parafusos, etc.??? Se todos os outros trilhos tem proteção??? Falta temporizador no limpador trazeiro. O Computador de bordo não mostra quantos Km dá pra rodar ainda com o combustível que tem no tanque depois que chega na reserva... justo quando se precisa mais desta informação..."
"Contras";"Aparentemente, os problemas decorrem da tentativa de baixas o custo do carro a qualquer preço me perdoem o trocadilho.... Isolamento acústico ruim barulho de vento Velocidade do limpador de parabrisas insuficiente para chuvas um pouco mais fortes Ausência de temporizador no limpador traseiro Ausência de controle da iluminação do painel incomoda bastante à noite Posição HORRÍVEL do estepe"
"Contras";"Botões de acionamentos do vidros localizados no painel acho posição inapropriada.Painel Console produz muito barulho vou levar pela segunda vez na concessionaria para concerto.No painel demonstra opcionais que a versao nao contempla, isso causa uma pessima impressão ao proprietario."
"Contras";"posição dos acionadores do vidro-eletrico ruim, nao é one-touch os vidros e as travas eletrica, internamente só destravam no painel dificultando para os passageiros de trás"
"Contras";"Distância um pouco grande da alavanca de câmbio para o motorista, mas esse ajuste perfeito é dificil de se encontrar em qualquer carro com espaço interno muito grande."
"Contras";"O PAINEL DE INSTRUMENTO VEM COM UM MONTE DE OPÇÃO MAS SÓ FUNCIONA NA VERSÃO EXPRESSION O RELOGIO E O KM QUE VC ZERA E DEPOIS QUANDO FEZ O PERCURSO ZERA NOVAMENTE, O AVISO DE CINTO E PORTA ABERTA NÃO FUNCIONA, NESSA VERSÃO, SOMENTE AVSO DE LANTERNA ACESSA QUE EU PARTICULAMENTE ACHO UM ABSURDO E ESTAREI VERIFICANDO NA CONCESSIONARIA EM BREVE!"
"Contras";"TUDO NO CARRO É RIDÍCULO!"
"Contras";"Os vidros elétricos não são um toque e não vem alarme levantamento automático"
"Contras";"MOTOR BARULHENTO SUSPENSÃO COM RANGIDOS JÁ AOS 500 KM RODADOSO RUÍDO DO VENTO PASSA PARA O INTERIOR DO CARROBANCOS PÉSSIMOSA RENAULT NÃO CONHECE ERGONOMIAA POSIÇÃO DOS ACI0NADORES DOS VIDROS É RIDÍCULAESTEPE FORA DO CARRO É SACANAGEMO AR CONDICIONADO É APENAS UM VENTILADOR COM VENTO FRIO, E MUITO BARULHENTOO ACABAMENTO DO PAINEL PARECE TER SIDO COLADO ÀS PRESSAS, POIS É TODO ONDULADO, COMO ESTIVESSE PRESTES A SOLTARO ACABAMENTO DAS PORTAS BORRACHAS É DE PÉSSIMA QUALIDADEO DETALHE DA PINTURA FOSCA NA SAIA É GROTESCOEM GERAL OS MATERIAIS SÃO DE PÉSSIMA QUALIDADE"
"Contras";"Não aprovei o freio. quando aquece fica elastico. Apesar de gostar do desempenho do motor 1.6, acho que deveria entregar sua força antes dos 3500 giros."
"Contras";"Comandos internos: a luz do porta luvas só acende se a lanterna do carro tb estiverem acesas, quer dizer se eu estiver com o carro parado em uma garagem subterrânea e precisar abrir o porta luvas para procurar algo tenho que por a chave na ignição, tampa do combustivel só abre se o frentista estiver com as chaves do carro, limpador de para brisa não tem acionamento rápido, limpador de para brisa não aciona automatico em caso de esguicho da agua, as portas do carro permanecem fechadas mesmo que o motorista saia do carro, não há luz interna no banco traseiro, muito plastico no acabamento mesmo na versao top, mesmo na versao top o ar condicionado não é automático ou digital, o ruido do tanque de gasolina é chato demais, nao há luz de neblina traseira, o barulinho do pisca é muito chato."
"Contras";"Ainda nao sei"
"Contras";"Barulho do combustivel balancando no tanque, cambio que trepida um pouco dizem que diminui quando o motor amacia, embreagem que trepida um pouco tambem mesma coisa do cambio, posicao dos comandos dos vidros, limpador de para-brisa eh lento mesmo na velocidade maxima chuva forte na estrada eh problema!. O pos-venda da Renault eh um dos piores do Brasil. Eu nao precisei deles ainda mas cansei de ver gente reclamando. Se seu carro apresentar problemas se prepare pra ter mais dores de cabeça com a concessionaria do que com o problema em si. O meu esta beberrão demais, talvez por ser novo ainda ou por eu ter sido 'premiado' com um carro mal regulado. Esta fazendo 6km/L na cidade e 9.5km/L na estrada. Ja vi um monte de gente relatando medias bem melhores. Vou levar na concessionaria depois e ver isso ar ligado 100 do tempo com 100 alcool no tanque"
"Contras";"O motor 8 valv. é muito barulhento, e a retomada de velocidade, parece de um carro 1.0"
"Contras";"continuo criticando os ridículos retrovisores externos que deveriam ser causa de recall para substituição. Os Sandero Dacia lançados no exterior já tem espelhos de gente bem maiores. Porque sempre nós brasileiros somos os cobaias?"
"Contras";"Voltei na pesquisa para dizer que agora com 9.500 km o motor está com batida de mancal mais forte mesmo depois de aquecido. Vamos ver o que a Renault vai fazer na 1a revisão"
"Contras";"Os espelhos retovisores externos são ridiculos. A economia em produzir um só espelho para os dois lados foi desastrosa. A sua visibilidade é péssima e muito perigosa. Deveria ser causa de recall. Ruído do motor 1.0 16v, parece batida de mancal do virabrequim. Quando esquenta diminue um pouco. Direção poderia ser um pouco menos sensível aos obstáculos e é hidráulica. Os freios não ventilados são muito fracos e não transmitem segurança. Nos testes das revistas já aparecem os longos arrastos para frenagem. O Clio tinha disco ventilado e eram bem superiores. Eu tenho 1,80m dealtura e não me ajusto na posição de dirigir do Sandero. Mesmo a altura regulável não ajuda. Tem um ressalto no assento que incomoda. Os bancos do Clio são ótimos. A suspensão é desequilibrada fazendo o carro saltar a traseira em obstáculos. Ouvi falar que devido a largura do carro utilizando suspensão traseira do Clio a Renault foi forçada a utilizar molas mais duras para o carro mais largo não enclinar."
"Contras";"A Renault pecou no comando do vidro elétrico que não tem temporizador e no lavador do para-brisa, que não aciona automaticamente o limpador. não para entender como um carro de 44.000,00 não apresenta estes pequenos itens de conforto. O estepe embaixo do carro é outra coisa inexplicável."
"Contras";"Frenagem deixa a desejar e tende a sair com a traseira. O carro poderia vir com algum sistema que melhorasse a frenagem. Poderia ser um pouco mais potente."
"Contras";"o desempenho do carro poderia ser melhor, a suspensão deixa a desejar quando precisamos diminuir a velocidade repentinamente, faz um barulho que parece que vai desmontar!"
"Contras";"Estepe fora do carro"
"Contras";"motor poderia ser mais potente / estepe embaixo do carro"
"Contras";"Estepe fora do carro, posição do controle dos vidros elétricos."
"Contras";"Acho apenas que preço dos acessorios, com alarme deveriam ser melhores. E quanto ao step ser fora do carro tambem tem seu lado bom, pois deixa o porta-mala mais alto, e facilita ao colocar algo mais pesado, por exemplo."
"Contras";"péssimo desempenho, bancos com folgas, carroçeria torçe demais, suspensão alta demais, instabilidade, ruídos de carro velho já em 1 semana de uso, pinças de freio com defeitos e barulhentas, péssimo acabamento, péssimo cambio, estepe mal posicionado, computador de bordo impreciso"
"Contras";"Estepe fica embaixo"
"Contras";"Ruidos, acabamento, acessórios, estepe desprotegido, ergonomia dos vidros elétricos e retrovisores, qualidade do som original, pintura de má qualidade, preço das revisões Tive um New Fit antes e o custo das revisões eram muito mais baixos."
"Contras";"Estepe do lado de fora do carro, tive que comprar uma corrente para não furtarem! botões de abrir o vidro no console, você precisa tirar os olhos do transito, para abrir e fechar os vidros! pedais altos demais, lembram o meu fusca! barulhento! peças e acessórios caríssimos e, lembre-se que por se tratar de um Renault, não é qualquer mecânica que sabe fazer o serviço, um exemplo foi quanto tive que trocar o óleo em um posto de gasolina e o frentista não sabia nem a especificação do óleo do carro e quando tirou o filtro, ele tambem nao possuia daquele modelo, tive que usar o mesmo filtro! o meu banco de trás não é bipartido, quando vi isso, quase chorei, pois não tem como eu arrumar outro banco! volante muito grande e grosso, nada a ver com os modelos da fiat, gm e vw."
